"age";"job";"marital";"education";"default";"housing";"loan";"contact";"month";"day_of_week";"duration";"campaign";"pdays";"previous";"poutcome";"emp.var.rate";"cons.price.idx";"cons.conf.idx";"euribor3m";"nr.employed";"y"
29;"technician";"single";"professional.course";"no";"yes";"no";"cellular";"nov";"fri";38;2;999;1;"failure";-0.1;93.2;-42;4.021;5195.8;"no"
80;"blue-collar";"married";"high.school";"no";"no";"no";"cellular";"apr";"fri";105;6;999;3;"failure";-1.8;93.075;-47.1;1.4;5099.1;"no"
45;"housemaid";"divorced";"basic.4y";"unknown";"no";"no";"cellular";"jul";"fri";420;1;999;0;"nonexistent";1.4;93.918;-42.7;4.957;5228.1;"yes"
34;"technician";"married";"professional.course";"no";"no";"no";"cellular";"may";"tue";278;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.291;5099.1;"no"
36;"admin.";"married";"high.school";"no";"unknown";"unknown";"cellular";"jul";"fri";191;1;999;0;"nonexistent";1.4;93.918;-42.7;4.957;5228.1;"no"
30;"services";"single";"high.school";"no";"yes";"no";"cellular";"jul";"thu";92;10;999;0;"nonexistent";1.4;93.918;-42.7;4.968;5228.1;"no"
29;"blue-collar";"single";"professional.course";"no";"yes";"no";"telephone";"may";"thu";182;2;999;0;"nonexistent";1.1;93.994;-36.4;4.86;5191;"no"
56;"services";"married";"high.school";"unknown";"yes";"no";"telephone";"may";"fri";26;2;999;0;"nonexistent";1.1;93.994;-36.4;4.855;5191;"no"
29;"admin.";"married";"university.degree";"no";"yes";"no";"cellular";"may";"mon";87;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.244;5099.1;"no"
46;"blue-collar";"married";"basic.9y";"no";"no";"no";"cellular";"aug";"mon";68;1;999;0;"nonexistent";1.4;93.444;-36.1;4.97;5228.1;"no"
31;"admin.";"divorced";"university.degree";"no";"no";"no";"cellular";"mar";"mon";248;4;999;0;"nonexistent";-1.8;92.843;-50;1.56;5099.1;"yes"
35;"blue-collar";"single";"high.school";"no";"no";"no";"cellular";"nov";"wed";77;2;999;1;"failure";-0.1;93.2;-42;4.12;5195.8;"no"
31;"technician";"married";"professional.course";"no";"no";"no";"cellular";"aug";"thu";66;10;999;0;"nonexistent";1.4;93.444;-36.1;4.962;5228.1;"no"
47;"blue-collar";"married";"unknown";"unknown";"yes";"yes";"telephone";"may";"thu";95;1;999;0;"nonexistent";1.1;93.994;-36.4;4.86;5191;"no"
34;"admin.";"married";"university.degree";"no";"no";"no";"cellular";"nov";"wed";134;1;3;3;"success";-1.1;94.767;-50.8;1.048;4963.6;"no"
34;"admin.";"married";"high.school";"no";"no";"no";"cellular";"may";"tue";295;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.344;5099.1;"no"
38;"technician";"married";"professional.course";"no";"yes";"no";"cellular";"nov";"mon";61;1;999;0;"nonexistent";-0.1;93.2;-42;4.191;5195.8;"no"
39;"admin.";"married";"high.school";"no";"yes";"no";"telephone";"jun";"fri";77;5;999;0;"nonexistent";1.4;94.465;-41.8;4.959;5228.1;"no"
38;"technician";"married";"university.degree";"no";"no";"no";"telephone";"aug";"mon";280;10;999;0;"nonexistent";1.4;93.444;-36.1;4.963;5228.1;"no"
34;"management";"single";"university.degree";"no";"no";"no";"cellular";"jul";"thu";90;13;999;0;"nonexistent";1.4;93.918;-42.7;4.968;5228.1;"no"
26;"admin.";"single";"high.school";"no";"unknown";"unknown";"telephone";"jun";"thu";92;3;999;0;"nonexistent";1.4;94.465;-41.8;4.961;5228.1;"no"
27;"technician";"single";"university.degree";"no";"yes";"no";"cellular";"aug";"thu";250;3;999;5;"failure";-1.7;94.027;-38.3;0.904;4991.6;"no"
28;"services";"single";"basic.9y";"unknown";"yes";"no";"telephone";"may";"fri";59;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.25;5099.1;"no"
48;"admin.";"married";"university.degree";"no";"yes";"no";"cellular";"aug";"wed";113;2;999;0;"nonexistent";1.4;93.444;-36.1;4.964;5228.1;"no"
43;"self-employed";"single";"high.school";"unknown";"no";"no";"cellular";"may";"wed";364;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.281;5099.1;"no"
45;"services";"married";"professional.course";"no";"yes";"no";"cellular";"jul";"mon";19;23;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
35;"blue-collar";"single";"professional.course";"no";"yes";"yes";"cellular";"nov";"wed";51;1;999;1;"failure";-0.1;93.2;-42;4.12;5195.8;"no"
23;"technician";"single";"professional.course";"no";"no";"no";"telephone";"jul";"thu";245;1;999;0;"nonexistent";1.4;93.918;-42.7;4.963;5228.1;"no"
52;"services";"married";"basic.6y";"no";"no";"yes";"cellular";"apr";"mon";44;2;999;2;"failure";-1.8;93.075;-47.1;1.405;5099.1;"no"
36;"unemployed";"single";"high.school";"no";"yes";"no";"cellular";"jul";"wed";597;1;999;0;"nonexistent";1.4;93.918;-42.7;4.963;5228.1;"no"
37;"technician";"married";"professional.course";"no";"yes";"no";"telephone";"may";"thu";175;2;999;0;"nonexistent";1.1;93.994;-36.4;4.86;5191;"no"
42;"blue-collar";"single";"unknown";"no";"no";"no";"cellular";"apr";"fri";54;2;999;0;"nonexistent";-1.8;93.075;-47.1;1.405;5099.1;"no"
27;"blue-collar";"single";"basic.4y";"unknown";"yes";"no";"telephone";"jul";"thu";160;3;999;0;"nonexistent";1.4;93.918;-42.7;4.963;5228.1;"no"
34;"admin.";"divorced";"high.school";"no";"yes";"yes";"cellular";"aug";"fri";63;2;999;0;"nonexistent";1.4;93.444;-36.1;4.966;5228.1;"no"
55;"management";"married";"university.degree";"no";"no";"no";"cellular";"apr";"fri";519;1;999;1;"failure";-1.8;93.075;-47.1;1.405;5099.1;"no"
78;"retired";"married";"unknown";"no";"yes";"no";"cellular";"jul";"wed";87;3;999;0;"nonexistent";-1.7;94.215;-40.3;0.84;4991.6;"yes"
37;"management";"married";"university.degree";"unknown";"no";"no";"cellular";"aug";"mon";149;1;999;0;"nonexistent";1.4;93.444;-36.1;4.97;5228.1;"no"
40;"management";"married";"university.degree";"no";"yes";"no";"cellular";"nov";"fri";175;1;999;0;"nonexistent";-0.1;93.2;-42;4.021;5195.8;"no"
46;"technician";"married";"professional.course";"unknown";"yes";"no";"cellular";"aug";"thu";721;5;999;0;"nonexistent";1.4;93.444;-36.1;4.968;5228.1;"no"
44;"technician";"married";"professional.course";"unknown";"no";"yes";"telephone";"may";"fri";203;4;999;0;"nonexistent";1.1;93.994;-36.4;4.855;5191;"no"
44;"management";"married";"university.degree";"no";"no";"no";"telephone";"may";"wed";51;1;999;0;"nonexistent";1.1;93.994;-36.4;4.856;5191;"no"
41;"technician";"married";"university.degree";"no";"no";"no";"cellular";"jul";"tue";83;2;999;0;"nonexistent";1.4;93.918;-42.7;4.961;5228.1;"no"
47;"blue-collar";"divorced";"basic.9y";"no";"no";"no";"telephone";"jul";"tue";245;1;999;0;"nonexistent";1.4;93.918;-42.7;4.955;5228.1;"no"
39;"blue-collar";"married";"basic.4y";"no";"yes";"no";"cellular";"apr";"mon";554;3;999;0;"nonexistent";-1.8;93.075;-47.1;1.405;5099.1;"no"
31;"housemaid";"single";"university.degree";"no";"no";"no";"telephone";"nov";"mon";152;5;999;0;"nonexistent";-1.1;94.767;-50.8;1.039;4963.6;"no"
41;"blue-collar";"divorced";"unknown";"no";"yes";"no";"telephone";"jul";"tue";351;11;999;0;"nonexistent";1.4;93.918;-42.7;4.961;5228.1;"no"
34;"admin.";"married";"university.degree";"no";"yes";"no";"cellular";"may";"mon";301;2;999;1;"failure";-1.8;92.893;-46.2;1.299;5099.1;"no"
44;"services";"single";"high.school";"no";"yes";"no";"cellular";"nov";"wed";116;5;999;0;"nonexistent";-0.1;93.2;-42;4.12;5195.8;"no"
30;"blue-collar";"divorced";"basic.9y";"no";"no";"no";"telephone";"may";"tue";29;2;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
43;"housemaid";"divorced";"professional.course";"no";"no";"yes";"cellular";"aug";"thu";306;5;999;0;"nonexistent";1.4;93.444;-36.1;4.964;5228.1;"no"
60;"technician";"married";"professional.course";"no";"no";"no";"cellular";"apr";"wed";107;2;999;0;"nonexistent";-1.8;93.075;-47.1;1.405;5099.1;"yes"
56;"management";"married";"unknown";"no";"yes";"no";"telephone";"may";"tue";102;2;999;0;"nonexistent";1.1;93.994;-36.4;4.856;5191;"no"
29;"services";"married";"high.school";"no";"no";"yes";"cellular";"may";"wed";747;2;999;1;"failure";-1.8;92.893;-46.2;1.281;5099.1;"yes"
35;"services";"married";"high.school";"no";"yes";"no";"cellular";"aug";"tue";126;1;999;0;"nonexistent";1.4;93.444;-36.1;4.966;5228.1;"no"
28;"self-employed";"single";"university.degree";"no";"no";"no";"telephone";"may";"tue";518;2;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
32;"admin.";"single";"university.degree";"no";"yes";"no";"cellular";"jul";"thu";210;2;15;1;"success";-1.7;94.215;-40.3;0.846;4991.6;"no"
41;"blue-collar";"divorced";"basic.6y";"no";"no";"no";"telephone";"jun";"mon";66;1;999;0;"nonexistent";1.4;94.465;-41.8;4.96;5228.1;"no"
42;"technician";"divorced";"basic.9y";"no";"no";"no";"telephone";"may";"wed";211;1;999;0;"nonexistent";1.1;93.994;-36.4;4.858;5191;"no"
28;"student";"married";"university.degree";"unknown";"no";"no";"cellular";"apr";"fri";224;1;999;1;"failure";-1.8;93.075;-47.1;1.405;5099.1;"no"
55;"technician";"divorced";"professional.course";"no";"yes";"no";"cellular";"aug";"wed";150;3;999;0;"nonexistent";1.4;93.444;-36.1;4.965;5228.1;"no"
40;"technician";"married";"professional.course";"no";"yes";"no";"telephone";"may";"mon";68;3;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
47;"blue-collar";"married";"basic.4y";"unknown";"no";"no";"cellular";"may";"thu";14;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
39;"technician";"single";"professional.course";"no";"no";"no";"cellular";"may";"tue";189;1;999;1;"failure";-1.8;92.893;-46.2;1.291;5099.1;"no"
40;"technician";"married";"basic.9y";"unknown";"yes";"no";"telephone";"jun";"thu";245;2;999;0;"nonexistent";1.4;94.465;-41.8;4.866;5228.1;"no"
40;"housemaid";"married";"basic.4y";"unknown";"yes";"no";"telephone";"jun";"thu";397;1;999;0;"nonexistent";1.4;94.465;-41.8;4.866;5228.1;"no"
36;"technician";"married";"high.school";"no";"no";"no";"cellular";"apr";"mon";517;1;999;0;"nonexistent";-1.8;93.075;-47.1;1.405;5099.1;"no"
36;"technician";"married";"university.degree";"no";"no";"no";"telephone";"jun";"mon";1093;1;999;0;"nonexistent";1.4;94.465;-41.8;4.96;5228.1;"yes"
50;"blue-collar";"married";"basic.9y";"no";"yes";"yes";"cellular";"nov";"fri";5;7;999;0;"nonexistent";-0.1;93.2;-42;4.021;5195.8;"no"
24;"blue-collar";"married";"basic.9y";"no";"no";"no";"cellular";"jul";"fri";225;2;999;0;"nonexistent";1.4;93.918;-42.7;4.957;5228.1;"no"
33;"unemployed";"single";"university.degree";"no";"yes";"yes";"cellular";"aug";"thu";201;1;999;0;"nonexistent";1.4;93.444;-36.1;4.962;5228.1;"no"
39;"blue-collar";"married";"professional.course";"no";"yes";"no";"cellular";"jul";"thu";55;15;999;0;"nonexistent";1.4;93.918;-42.7;4.968;5228.1;"no"
31;"admin.";"divorced";"high.school";"no";"no";"no";"cellular";"may";"mon";479;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.299;5099.1;"no"
34;"admin.";"married";"university.degree";"no";"yes";"yes";"cellular";"may";"wed";242;1;7;1;"success";-1.8;92.893;-46.2;1.27;5099.1;"yes"
32;"admin.";"single";"university.degree";"unknown";"yes";"no";"cellular";"aug";"wed";275;9;999;0;"nonexistent";1.4;93.444;-36.1;4.967;5228.1;"no"
44;"admin.";"divorced";"university.degree";"no";"yes";"no";"cellular";"aug";"wed";18;11;999;0;"nonexistent";1.4;93.444;-36.1;4.964;5228.1;"no"
45;"self-employed";"single";"basic.9y";"no";"yes";"no";"cellular";"jun";"tue";201;1;999;0;"nonexistent";-2.9;92.963;-40.8;1.206;5076.2;"no"
40;"services";"married";"high.school";"no";"yes";"no";"cellular";"apr";"tue";158;2;999;0;"nonexistent";-1.8;93.075;-47.1;1.453;5099.1;"no"
25;"unknown";"single";"university.degree";"no";"yes";"no";"telephone";"apr";"thu";712;2;999;0;"nonexistent";-1.8;93.075;-47.1;1.365;5099.1;"yes"
28;"admin.";"married";"high.school";"unknown";"yes";"yes";"cellular";"jul";"tue";722;3;999;0;"nonexistent";1.4;93.918;-42.7;4.961;5228.1;"no"
29;"technician";"single";"basic.9y";"no";"yes";"no";"cellular";"jul";"wed";603;1;999;0;"nonexistent";-1.7;94.215;-40.3;0.84;4991.6;"yes"
30;"technician";"married";"professional.course";"no";"no";"no";"telephone";"may";"thu";390;3;999;0;"nonexistent";1.1;93.994;-36.4;4.855;5191;"no"
39;"admin.";"married";"university.degree";"no";"yes";"no";"cellular";"aug";"thu";86;2;999;0;"nonexistent";1.4;93.444;-36.1;4.962;5228.1;"no"
59;"blue-collar";"married";"basic.9y";"no";"yes";"no";"cellular";"apr";"thu";177;1;999;0;"nonexistent";-1.8;93.075;-47.1;1.41;5099.1;"no"
36;"blue-collar";"married";"basic.4y";"unknown";"yes";"no";"telephone";"may";"wed";21;21;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
49;"unemployed";"single";"high.school";"no";"yes";"no";"telephone";"nov";"fri";136;2;999;1;"failure";-0.1;93.2;-42;4.021;5195.8;"no"
28;"admin.";"single";"high.school";"no";"yes";"no";"cellular";"oct";"tue";83;2;999;3;"failure";-3.4;92.431;-26.9;0.728;5017.5;"no"
56;"retired";"married";"basic.4y";"no";"yes";"no";"telephone";"may";"mon";102;2;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
34;"admin.";"married";"university.degree";"no";"no";"no";"telephone";"may";"tue";184;1;999;0;"nonexistent";1.1;93.994;-36.4;4.856;5191;"no"
28;"blue-collar";"married";"basic.9y";"unknown";"no";"no";"cellular";"may";"fri";182;2;999;1;"failure";-1.8;92.893;-46.2;1.313;5099.1;"no"
51;"blue-collar";"married";"basic.4y";"unknown";"no";"no";"cellular";"aug";"fri";80;1;999;0;"nonexistent";1.4;93.444;-36.1;4.964;5228.1;"no"
34;"admin.";"single";"high.school";"no";"yes";"no";"telephone";"may";"wed";359;1;999;0;"nonexistent";1.1;93.994;-36.4;4.856;5191;"no"
29;"technician";"single";"professional.course";"no";"yes";"no";"cellular";"jul";"fri";274;3;999;0;"nonexistent";1.4;93.918;-42.7;4.957;5228.1;"no"
40;"services";"single";"high.school";"unknown";"yes";"no";"telephone";"may";"thu";381;7;999;0;"nonexistent";1.1;93.994;-36.4;4.86;5191;"no"
48;"services";"married";"basic.9y";"no";"yes";"yes";"cellular";"jul";"wed";51;5;999;0;"nonexistent";1.4;93.918;-42.7;4.963;5228.1;"no"
28;"admin.";"single";"university.degree";"no";"yes";"no";"cellular";"mar";"thu";257;4;999;2;"failure";-1.8;93.369;-34.8;0.65;5008.7;"yes"
34;"admin.";"single";"university.degree";"no";"no";"no";"cellular";"jun";"mon";62;1;999;0;"nonexistent";-2.9;92.963;-40.8;1.266;5076.2;"no"
34;"entrepreneur";"married";"university.degree";"no";"yes";"no";"cellular";"nov";"thu";69;1;999;1;"failure";-0.1;93.2;-42;4.076;5195.8;"no"
31;"technician";"single";"university.degree";"no";"yes";"no";"cellular";"jul";"mon";90;2;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
55;"retired";"married";"basic.4y";"no";"yes";"no";"cellular";"apr";"mon";158;1;999;0;"nonexistent";-1.8;93.075;-47.1;1.466;5099.1;"yes"
36;"technician";"single";"professional.course";"no";"yes";"yes";"cellular";"jul";"thu";164;3;999;0;"nonexistent";1.4;93.918;-42.7;4.968;5228.1;"no"
37;"services";"married";"high.school";"no";"no";"no";"telephone";"may";"thu";200;3;999;0;"nonexistent";1.1;93.994;-36.4;4.86;5191;"no"
26;"blue-collar";"single";"basic.9y";"no";"no";"no";"telephone";"may";"fri";688;1;999;0;"nonexistent";1.1;93.994;-36.4;4.859;5191;"yes"
31;"admin.";"single";"basic.9y";"no";"yes";"no";"cellular";"jul";"mon";114;2;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
43;"technician";"married";"basic.9y";"no";"no";"no";"telephone";"jun";"fri";67;2;999;0;"nonexistent";1.4;94.465;-41.8;4.959;5228.1;"no"
22;"blue-collar";"single";"unknown";"unknown";"unknown";"unknown";"cellular";"jul";"mon";47;2;999;0;"nonexistent";1.4;93.918;-42.7;4.96;5228.1;"no"
31;"admin.";"single";"university.degree";"no";"yes";"no";"telephone";"nov";"wed";98;2;999;0;"nonexistent";-1.1;94.767;-50.8;1.048;4963.6;"no"
28;"management";"married";"basic.9y";"no";"yes";"no";"cellular";"may";"tue";328;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.291;5099.1;"no"
36;"housemaid";"married";"basic.4y";"no";"unknown";"unknown";"cellular";"aug";"tue";23;14;999;0;"nonexistent";1.4;93.444;-36.1;4.965;5228.1;"no"
33;"entrepreneur";"married";"basic.9y";"unknown";"yes";"yes";"telephone";"nov";"mon";292;1;999;0;"nonexistent";-0.1;93.2;-42;4.191;5195.8;"no"
43;"management";"married";"university.degree";"no";"no";"yes";"telephone";"jul";"thu";203;1;999;0;"nonexistent";1.4;93.918;-42.7;4.966;5228.1;"no"
39;"admin.";"married";"university.degree";"unknown";"yes";"no";"cellular";"jul";"thu";33;3;999;0;"nonexistent";1.4;93.918;-42.7;4.968;5228.1;"no"
41;"blue-collar";"married";"basic.6y";"no";"no";"no";"cellular";"may";"tue";131;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.291;5099.1;"no"
32;"admin.";"single";"university.degree";"no";"no";"yes";"telephone";"jun";"wed";174;1;999;0;"nonexistent";1.4;94.465;-41.8;4.864;5228.1;"no"
54;"technician";"married";"professional.course";"no";"no";"yes";"telephone";"may";"tue";334;1;999;0;"nonexistent";1.1;93.994;-36.4;4.856;5191;"no"
29;"technician";"single";"university.degree";"no";"no";"yes";"telephone";"jul";"wed";203;2;999;0;"nonexistent";1.4;93.918;-42.7;4.963;5228.1;"no"
47;"admin.";"married";"university.degree";"no";"yes";"no";"cellular";"nov";"fri";127;2;999;0;"nonexistent";-0.1;93.2;-42;4.021;5195.8;"no"
48;"technician";"divorced";"professional.course";"no";"no";"no";"telephone";"jun";"mon";204;5;999;0;"nonexistent";1.4;94.465;-41.8;4.865;5228.1;"no"
30;"admin.";"single";"university.degree";"no";"no";"no";"telephone";"may";"tue";246;1;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
58;"retired";"married";"high.school";"no";"no";"no";"cellular";"jul";"thu";119;1;999;0;"nonexistent";1.4;93.918;-42.7;4.958;5228.1;"no"
54;"technician";"married";"professional.course";"no";"yes";"yes";"cellular";"aug";"thu";64;2;999;0;"nonexistent";1.4;93.444;-36.1;4.964;5228.1;"no"
35;"student";"single";"university.degree";"unknown";"no";"no";"telephone";"jun";"thu";618;1;999;0;"nonexistent";1.4;94.465;-41.8;4.961;5228.1;"yes"
33;"services";"divorced";"university.degree";"no";"yes";"no";"cellular";"apr";"thu";230;1;999;0;"nonexistent";-1.8;93.075;-47.1;1.435;5099.1;"no"
38;"blue-collar";"married";"basic.6y";"unknown";"no";"no";"cellular";"jul";"thu";456;1;999;0;"nonexistent";1.4;93.918;-42.7;4.963;5228.1;"no"
36;"services";"married";"high.school";"no";"no";"yes";"telephone";"may";"thu";207;2;999;0;"nonexistent";1.1;93.994;-36.4;4.855;5191;"no"
33;"management";"married";"university.degree";"no";"no";"no";"cellular";"may";"fri";364;1;999;1;"failure";-1.8;92.893;-46.2;1.313;5099.1;"no"
33;"blue-collar";"married";"basic.9y";"no";"yes";"no";"cellular";"nov";"wed";244;1;999;0;"nonexistent";-0.1;93.2;-42;4.12;5195.8;"no"
30;"admin.";"single";"university.degree";"no";"yes";"no";"cellular";"aug";"wed";202;1;999;0;"nonexistent";1.4;93.444;-36.1;4.964;5228.1;"no"
48;"admin.";"married";"high.school";"no";"no";"no";"telephone";"nov";"tue";301;1;999;2;"failure";-1.1;94.767;-50.8;1.049;4963.6;"no"
39;"management";"married";"university.degree";"no";"yes";"yes";"telephone";"may";"fri";145;1;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
28;"unknown";"single";"basic.9y";"unknown";"yes";"no";"telephone";"may";"fri";252;5;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
48;"entrepreneur";"married";"basic.9y";"unknown";"yes";"no";"cellular";"aug";"mon";243;7;999;0;"nonexistent";1.4;93.444;-36.1;4.963;5228.1;"no"
48;"technician";"married";"university.degree";"unknown";"no";"no";"cellular";"aug";"fri";109;2;999;0;"nonexistent";1.4;93.444;-36.1;4.966;5228.1;"no"
21;"student";"single";"high.school";"no";"no";"no";"cellular";"aug";"thu";185;2;4;2;"success";-2.9;92.201;-31.4;0.873;5076.2;"no"
50;"management";"married";"university.degree";"no";"yes";"yes";"cellular";"apr";"fri";206;1;999;0;"nonexistent";-1.8;93.075;-47.1;1.405;5099.1;"no"
35;"blue-collar";"single";"high.school";"no";"yes";"no";"cellular";"may";"mon";33;5;999;0;"nonexistent";-1.8;92.893;-46.2;1.244;5099.1;"no"
35;"self-employed";"married";"university.degree";"no";"no";"no";"telephone";"nov";"mon";81;1;999;0;"nonexistent";-0.1;93.2;-42;4.191;5195.8;"no"
57;"retired";"married";"university.degree";"no";"no";"no";"cellular";"apr";"thu";81;1;999;1;"failure";-1.8;93.075;-47.1;1.365;5099.1;"no"
47;"management";"divorced";"university.degree";"no";"no";"no";"telephone";"may";"mon";89;2;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
35;"technician";"married";"university.degree";"unknown";"no";"no";"cellular";"nov";"wed";698;1;999;0;"nonexistent";-0.1;93.2;-42;4.12;5195.8;"no"
35;"blue-collar";"single";"basic.9y";"no";"yes";"no";"cellular";"may";"mon";265;2;3;1;"success";-1.8;92.893;-46.2;1.354;5099.1;"yes"
31;"blue-collar";"single";"basic.6y";"no";"no";"no";"cellular";"jul";"wed";638;2;999;0;"nonexistent";1.4;93.918;-42.7;4.963;5228.1;"no"
51;"blue-collar";"married";"basic.4y";"no";"no";"yes";"cellular";"jun";"mon";325;1;3;1;"success";-1.7;94.055;-39.8;0.754;4991.6;"yes"
50;"admin.";"married";"professional.course";"no";"no";"no";"cellular";"jul";"tue";306;14;999;0;"nonexistent";1.4;93.918;-42.7;4.961;5228.1;"no"
38;"admin.";"single";"university.degree";"no";"yes";"yes";"cellular";"may";"mon";30;7;999;0;"nonexistent";-1.8;92.893;-46.2;1.244;5099.1;"no"
36;"admin.";"married";"university.degree";"no";"yes";"no";"cellular";"aug";"wed";90;1;999;2;"failure";-2.9;92.201;-31.4;0.879;5076.2;"no"
42;"admin.";"married";"university.degree";"no";"yes";"no";"cellular";"aug";"wed";78;8;999;0;"nonexistent";1.4;93.444;-36.1;4.964;5228.1;"no"
31;"technician";"single";"university.degree";"no";"yes";"no";"telephone";"may";"fri";57;2;999;0;"nonexistent";1.1;93.994;-36.4;4.864;5191;"no"
26;"technician";"single";"professional.course";"no";"yes";"no";"cellular";"apr";"fri";362;2;999;1;"failure";-1.8;93.075;-47.1;1.405;5099.1;"no"
40;"admin.";"divorced";"professional.course";"no";"no";"no";"telephone";"may";"mon";102;1;999;0;"nonexistent";1.1;93.994;-36.4;4.858;5191;"no"
40;"technician";"married";"high.school";"no";"no";"no";"cellular";"nov";"wed";231;4;999;0;"nonexistent";-0.1;93.2;-42;4.12;5195.8;"no"
21;"blue-collar";"married";"basic.9y";"no";"yes";"no";"cellular";"jul";"wed";281;1;999;0;"nonexistent";1.4;93.918;-42.7;4.963;5228.1;"no"
31;"technician";"single";"professional.course";"no";"yes";"no";"cellular";"aug";"thu";360;3;999;0;"nonexistent";1.4;93.444;-36.1;4.964;5228.1;"no"
41;"self-employed";"married";"basic.6y";"no";"no";"no";"cellular";"aug";"thu";137;1;999;0;"nonexistent";1.4;93.444;-36.1;4.963;5228.1;"no"
32;"technician";"married";"university.degree";"no";"yes";"no";"cellular";"jul";"thu";19;6;999;0;"nonexistent";1.4;93.918;-42.7;4.968;5228.1;"no"
52;"housemaid";"single";"university.degree";"no";"no";"no";"cellular";"jul";"thu";188;3;999;0;"nonexistent";1.4;93.918;-42.7;4.958;5228.1;"no"
49;"admin.";"divorced";"basic.9y";"no";"no";"no";"cellular";"jul";"wed";39;1;999;0;"nonexistent";1.4;93.918;-42.7;4.963;5228.1;"no"
46;"blue-collar";"married";"basic.4y";"no";"no";"no";"cellular";"aug";"wed";131;2;999;0;"nonexistent";1.4;93.444;-36.1;4.967;5228.1;"no"
37;"technician";"married";"professional.course";"no";"yes";"no";"telephone";"may";"tue";304;2;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
60;"admin.";"married";"professional.course";"no";"yes";"no";"cellular";"apr";"thu";108;1;999;0;"nonexistent";-1.8;93.075;-47.1;1.365;5099.1;"no"
27;"admin.";"single";"high.school";"no";"yes";"no";"cellular";"may";"mon";94;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.299;5099.1;"no"
29;"admin.";"single";"high.school";"no";"yes";"no";"telephone";"jun";"wed";356;2;999;0;"nonexistent";1.4;94.465;-41.8;4.962;5228.1;"no"
31;"entrepreneur";"single";"basic.9y";"no";"no";"no";"telephone";"may";"fri";341;1;999;0;"nonexistent";1.1;93.994;-36.4;4.855;5191;"no"
34;"blue-collar";"married";"basic.6y";"no";"yes";"yes";"cellular";"may";"wed";143;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.281;5099.1;"no"
42;"blue-collar";"married";"basic.6y";"unknown";"no";"no";"cellular";"jul";"tue";211;2;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
44;"technician";"divorced";"professional.course";"no";"no";"no";"cellular";"jul";"mon";250;2;999;0;"nonexistent";1.4;93.918;-42.7;4.96;5228.1;"no"
35;"blue-collar";"married";"basic.4y";"no";"no";"no";"telephone";"mar";"mon";433;3;999;1;"failure";-1.8;93.369;-34.8;0.635;5008.7;"yes"
45;"admin.";"married";"high.school";"unknown";"yes";"no";"cellular";"jul";"mon";386;3;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
35;"unemployed";"married";"university.degree";"no";"no";"no";"telephone";"may";"thu";17;25;999;0;"nonexistent";1.1;93.994;-36.4;4.86;5191;"no"
37;"blue-collar";"single";"unknown";"unknown";"no";"no";"telephone";"may";"fri";379;1;999;0;"nonexistent";1.1;93.994;-36.4;4.864;5191;"no"
36;"blue-collar";"married";"unknown";"no";"yes";"no";"cellular";"may";"thu";25;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.327;5099.1;"no"
34;"management";"married";"university.degree";"no";"yes";"no";"cellular";"apr";"tue";255;2;999;0;"nonexistent";-1.8;93.075;-47.1;1.453;5099.1;"no"
34;"technician";"single";"university.degree";"no";"no";"no";"cellular";"oct";"fri";144;1;999;0;"nonexistent";-3.4;92.431;-26.9;0.72;5017.5;"yes"
36;"services";"married";"high.school";"no";"yes";"no";"telephone";"may";"thu";81;1;999;0;"nonexistent";1.1;93.994;-36.4;4.855;5191;"no"
27;"services";"single";"university.degree";"no";"no";"no";"cellular";"jul";"thu";55;2;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
